0;0;0;0;land;false;unknown;0
1;192;155;236;land;false;plains;1
2;213;179;156;land;false;forest;1
3;204;203;152;land;false;plains;1
4;161;223;185;land;false;urban;1
5;226;154;179;land;false;urban;1
6;206;224;115;land;false;plains;1
7;165;192;211;land;false;plains;1
8;165;225;167;land;false;plains;1
9;224;232;84;land;false;plains;1
10;155;172;206;land;false;mountain;1
11;184;251;189;land;false;mountain;1
12;143;247;191;land;false;plains;1
13;189;215;166;land;false;forest;1
14;252;56;204;land;false;plains;1
15;201;82;234;land;false;plains;1
16;240;192;143;land;false;plains;1
17;179;228;253;land;false;mountain;1
18;186;137;180;land;false;plains;1
19;238;132;246;land;false;plains;1
20;175;148;231;land;false;plains;1
21;139;231;186;land;false;plains;1
22;127;123;251;land;false;plains;1
23;113;217;189;land;false;plains;1
24;138;194;233;land;false;plains;1
25;186;224;183;land;false;plains;1
26;192;212;241;land;false;plains;1
27;225;74;253;land;false;plains;1
28;198;218;111;land;false;mountain;1
29;209;160;164;land;false;plains;1
30;239;174;236;land;false;plains;1
31;213;194;146;land;false;plains;1
32;141;203;250;land;false;plains;1
33;194;220;116;land;false;mountain;1
34;219;144;212;land;false;forest;1
35;180;168;157;land;false;forest;1
36;232;108;245;land;false;plains;1
37;228;237;250;land;false;forest;1
38;140;187;235;land;false;plains;1
39;128;241;250;land;false;plains;1
40;232;156;132;land;false;plains;1
41;242;251;231;land;false;plains;1
42;92;239;201;land;false;plains;1
43;174;241;225;land;true;plains;1
44;188;208;195;land;false;plains;1
45;130;253;206;land;false;plains;1
46;122;220;246;land;false;plains;1
47;254;124;165;land;false;plains;1
48;227;179;179;land;false;plains;1
49;235;182;136;land;false;plains;1
50;209;40;252;land;false;plains;1
51;126;216;229;land;false;plains;1
52;228;132;197;land;false;mountain;1
53;143;235;163;land;false;plains;1
54;93;238;208;land;false;plains;1
55;242;235;218;land;false;mountain;1
56;204;57;244;land;false;plains;1
57;171;254;224;land;false;plains;1
58;218;110;199;land;false;forest;1
59;253;230;222;land;false;plains;1
60;228;246;193;land;false;plains;1
61;183;174;197;land;false;plains;1
62;254;160;88;land;true;plains;1
63;213;214;249;land;false;forest;1
64;229;113;207;land;false;plains;1
65;252;116;193;land;false;plains;1
66;248;132;139;land;false;forest;1
67;199;181;235;land;false;urban;1
68;229;126;165;land;false;plains;1
69;225;222;140;land;false;plains;1
70;200;163;235;land;false;plains;1
71;170;198;213;land;false;plains;1
72;247;192;108;land;false;urban;1
73;160;211;161;land;false;plains;1
74;188;161;234;land;true;plains;1
75;163;209;190;land;false;plains;1
76;189;210;161;land;false;plains;1
77;195;79;249;land;false;plains;1
78;187;201;140;land;false;mountain;1
79;133;175;198;land;false;plains;1
80;196;250;62;land;false;plains;1
81;172;223;170;land;false;plains;1
82;176;234;222;land;false;plains;1
83;84;245;227;land;false;plains;1
84;214;72;217;land;false;plains;1
85;246;98;218;land;false;plains;1
86;188;230;210;land;false;plains;1
87;248;161;232;land;false;plains;1
88;196;216;116;land;false;forest;1
89;201;239;159;land;false;plains;1
90;149;236;203;land;false;mountain;1
91;87;232;248;land;false;forest;1
92;134;205;204;land;false;plains;1
93;175;201;143;land;false;plains;1
94;227;242;232;land;false;mountain;1
95;249;207;118;land;false;plains;1
96;138;254;171;land;false;plains;1
97;195;236;98;land;false;plains;1
98;136;249;243;land;false;mountain;1
99;248;144;233;land;false;plains;1
100;160;192;234;land;false;plains;1
101;252;120;138;land;false;plains;1
102;210;120;216;land;false;plains;1
103;230;236;235;land;false;forest;1
104;188;176;158;land;false;plains;1
105;221;254;189;land;false;plains;1
106;197;157;249;land;false;plains;1
107;247;224;173;land;true;plains;1
108;239;215;184;land;false;mountain;1
109;153;204;164;land;false;plains;1
110;217;101;213;land;false;plains;1
111;168;235;219;land;false;plains;1
112;75;230;231;land;false;plains;1
113;125;242;135;land;false;plains;1
114;248;199;85;land;false;plains;1
115;123;244;138;land;false;plains;1
116;236;65;201;land;false;plains;1
117;230;139;140;land;false;mountain;1
118;220;228;217;land;false;plains;1
119;150;221;151;land;false;mountain;1
120;201;192;163;land;false;urban;1
121;111;230;227;land;false;plains;1
122;124;136;246;land;false;sub_urban;1
123;208;226;238;land;false;plains;1
124;110;184;248;land;false;plains;1
125;180;207;156;land;false;forest;1
126;202;165;245;land;false;plains;1
127;172;200;192;land;false;plains;1
128;86;250;243;land;false;forest;1
129;213;216;196;land;false;plains;1
130;238;218;218;land;false;plains;1
131;218;251;92;land;false;plains;1
132;179;117;244;land;false;mountain;1
133;212;218;150;land;false;plains;1
134;128;197;213;land;false;plains;1
135;245;116;248;land;false;plains;1
136;235;168;136;land;false;plains;1
137;231;205;250;land;false;plains;1
138;118;225;187;land;false;plains;1
139;135;201;214;land;false;plains;1
140;225;116;205;land;false;plains;1
141;233;42;231;land;true;plains;1
142;215;86;208;land;false;plains;1
143;247;209;165;land;false;plains;1
144;240;131;178;land;false;plains;1
145;73;199;251;land;false;plains;1
146;83;218;211;land;false;plains;1
147;190;248;117;land;false;plains;1
148;202;183;235;land;false;plains;1
149;232;21;253;land;false;plains;1
150;64;240;213;land;false;plains;1
151;176;201;231;land;false;plains;1
152;225;253;190;land;false;plains;1
153;221;175;200;land;false;plains;1
154;156;226;129;land;false;plains;1
155;147;203;196;land;false;dense_urban;1
156;213;230;60;land;false;plains;1
157;213;167;242;land;false;plains;1
158;220;224;118;land;false;forest;1
159;124;237;200;land;false;plains;1
160;251;138;184;land;false;plains;1
161;87;233;205;land;false;plains;1
162;236;34;231;land;false;urban;1
163;112;148;245;land;false;mountain;1
164;153;211;143;land;false;plains;1
165;235;203;217;land;false;plains;1
166;205;194;157;land;false;plains;1
167;233;231;213;land;false;plains;1
168;175;187;161;land;false;plains;1
169;223;211;158;land;false;plains;1
170;162;132;231;land;false;plains;1
171;199;141;237;land;false;plains;1
172;171;165;168;land;false;plains;1
173;152;249;147;land;false;plains;1
174;155;169;204;land;false;plains;1
175;189;239;134;land;true;marsh;1
176;241;195;96;land;false;forest;1
177;196;205;134;land;false;mountain;1
178;242;155;110;land;false;plains;1
179;232;146;202;land;false;plains;1
180;124;202;196;land;false;mountain;1
181;83;230;240;land;false;plains;1
182;162;243;204;land;false;plains;1
183;77;209;238;land;false;mountain;1
184;72;239;247;land;false;forest;1
185;234;118;158;land;false;plains;1
186;129;190;184;land;false;plains;1
187;84;195;223;land;false;sub_urban;1
188;217;252;128;land;false;forest;1
189;169;152;220;land;false;mountain;1
190;164;236;101;land;false;urban;1
191;170;229;109;land;false;mountain;1
192;210;215;175;land;false;plains;1
193;235;153;188;land;false;plains;1
194;67;207;253;land;false;forest;1
195;79;235;227;land;false;mountain;1
196;114;166;248;land;false;plains;1
197;145;148;250;land;false;plains;1
198;202;206;225;land;false;plains;1
199;49;233;236;land;false;plains;1
200;92;251;199;land;false;plains;1
201;205;149;242;land;false;forest;1
202;230;196;182;land;false;plains;1
203;110;214;185;land;false;plains;1
204;194;115;199;land;true;plains;1
205;233;217;193;land;false;forest;1
206;178;80;247;land;false;plains;1
207;249;90;236;land;false;forest;1
208;215;203;192;land;false;plains;1
209;112;242;248;land;false;plains;1
210;61;223;219;land;false;plains;1
211;145;192;201;land;false;plains;1
212;144;191;229;land;false;plains;1
213;242;92;221;land;false;plains;1
214;87;210;210;land;false;plains;1
215;204;228;92;land;false;plains;1
216;210;180;213;land;false;plains;1
217;252;208;108;land;true;plains;1
218;233;241;37;land;false;plains;1
219;249;102;229;land;true;plains;1
220;137;217;175;land;false;plains;1
221;243;180;136;land;false;plains;1
222;202;224;163;land;false;forest;1
223;249;176;161;land;false;forest;1
224;227;50;235;land;true;plains;1
225;120;211;253;land;false;plains;1
226;237;231;176;land;false;plains;1
227;120;241;182;land;false;plains;1
228;227;197;168;land;false;plains;1
229;60;251;215;land;false;plains;1
230;233;181;92;land;false;plains;1
231;115;238;191;land;false;urban;1
232;224;46;238;land;false;plains;1
233;96;218;251;land;false;forest;1
234;178;226;219;land;false;plains;1
235;179;234;243;land;false;plains;1
236;240;143;160;land;false;plains;1
237;137;175;195;land;false;forest;1
238;247;164;244;land;false;plains;1
239;175;190;219;land;false;plains;1
240;191;176;197;land;false;plains;1
241;174;162;183;land;false;forest;1
242;237;218;228;land;false;plains;1
243;246;241;91;land;false;plains;1
244;241;95;178;land;false;plains;1
245;178;230;226;land;false;plains;1
246;179;222;116;land;false;mountain;1
247;77;236;211;land;false;plains;1
248;172;219;165;land;false;plains;1
249;205;134;195;land;false;plains;1
250;200;154;238;land;false;plains;1
251;211;238;165;land;false;plains;1
252;175;148;210;land;false;plains;1
